UserID,Age(bin),YearsExp(bin),Trans_Domain,Trans_Gender,Trans_University,Trans_UOC_Position,Trans_PhD,Trans_Other_Position,Trans_Use_wiki,Easy for stu to develop new skills,Improves stu's learning,Useful for teaching 2,user friendly,easy to find info,easy to add or edit info,stimulates curiosity,entertaining,reliable,Info updated,comprehensice,lower quality 2,trust in editing system,improves visibility of stu's work,easy to have records,cite wiki,well considered among colleagues,sharing open edu resource is appreciated,colleagues use wiki,important to share in open platform,important to publish other than book,important to be familiar with open platform,use wiki to develop teaching material,use wiki develop edu activities with stu,recommend stu to use wiki,recommend colleague,agree stu use wiki,contribute to blogs,actively participate in social networks 2,publish academic content in open platform 2,promotes use of open collavorative environment,consider as teaching merits,future recommend to stu and colleague,future will use in teaching,Inc1-best parctices guide,Inc2-instruction form a colleague,Inc3-specific training 2,Inc4-greater institutional recognition 2,Exp1-consult academic in own area,Exp2-consult other academic issues 2,Exp3-consult personal issues,Exp4-contribute to wiki 2,Exp5-use wiki to work with stu 2
U815,50~60,10~20,Health Sciences,Male,UPF,Unknown,PhD,Unknown,No,Mid,Low,Mid,High,Mid,Mid,Mid,Mid,Low,Mid,Low,High,Mid,Mid,Mid,Low,Low,Mid,Low,High,Low,High,Low,Low,Low,Low,Low,Mid,High,Low,High,Mid,Low,Low,Low,High,High,High,Low,Low,Low,Low,Low
U816,40~50,10~20,Arts & Humanities,Male,UPF,Unknown,PhD,Unknown,No,Mid,Mid,High,High,High,Mid,High,High,Mid,Mid,Low,Mid,Mid,Mid,Low,Mid,Low,Low,Mid,Low,High,High,Low,Low,High,High,High,Low,Low,Low,Low,Low,Mid,High,Mid,Mid,Mid,Low,High,High,High,Low,Low
U817,30~40,0~10,Unknown,Female,UPF,Unknown,PhD,Unknown,No,Low,Low,Low,High,Mid,N/A,High,Mid,Mid,Mid,Mid,Mid,Mid,Low,Low,Low,Low,Low,Low,Mid,High,High,Low,Low,Low,Low,Low,High,High,Mid,Low,Mid,Low,Low,Mid,Mid,Low,Low,Low,Mid,Low,Low,Low
U818,30~40,0~10,Unknown,Male,UPF,Unknown,Non-PhD,Unknown,No,High,Low,High,High,High,Mid,High,High,High,High,High,Low,High,Low,Mid,Low,Low,Low,High,High,Low,High,Mid,Low,Low,Low,High,Mid,High,High,Low,Low,Low,Low,Mid,Low,Low,High,High,High,High,Low,High
U819,40~50,0~10,Sciences,Male,UPF,Unknown,Non-PhD,Unknown,No,High,High,High,High,High,High,High,High,High,High,High,Mid,High,High,Mid,Mid,Mid,Mid,Mid,High,High,High,High,High,High,Mid,High,High,High,Mid,N/A,Low,High,High,High,High,High,High,High,High,High,Mid,High
U820,30~40,0~10,Unknown,Female,UPF,Unknown,PhD,Unknown,No,Low,Low,Low,High,High,High,High,High,High,High,Mid,High,High,N/A,Low,Low,Low,Low,N/A,High,High,High,Low,Low,Low,N/A,Mid,Low,Mid,High,Mid,Low,Low,Low,High,High,High,Low,Mid,Mid,High,Low,Low
U821,30~40,0~10,Engineering & Architecture,Female,UPF,Unknown,PhD,Unknown,No,Low,Mid,High,High,High,High,High,High,High,High,High,Low,High,Mid,Mid,Low,High,High,High,High,Mid,High,Mid,Low,Mid,Mid,High,Low,High,Low,High,Mid,Mid,High,High,High,High,Mid,High,High,High,Low,Low
U822,30~40,0~10,Law & Politics,Female,UPF,Unknown,Non-PhD,Unknown,No,Mid,Mid,Low,High,High,Mid,High,High,Mid,High,High,Mid,Low,Mid,Mid,Low,Low,Low,Low,Mid,High,High,Low,Low,Low,Low,Low,Low,Mid,Low,High,High,Low,Low,Mid,Mid,Mid,Mid,Low,Low,High,Low,Low
U823,50~60,more than 30,Sciences,Male,UPF,Unknown,PhD,Unknown,No,High,High,High,High,High,High,High,High,High,High,Mid,Low,Low,N/A,N/A,High,Low,High,Mid,High,Low,High,High,Low,High,High,High,Low,Low,Mid,High,N/A,High,High,N/A,N/A,N/A,N/A,High,High,High,Low,Low
U824,30~40,0~10,Unknown,Female,UPF,Unknown,PhD,Unknown,No,High,Low,Mid,Mid,High,High,Low,High,Low,High,Mid,High,Mid,High,Low,Low,Mid,Low,Mid,High,High,High,Low,Low,Low,High,Mid,High,High,High,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,N/A,High,Low,Low,N/A
U825,40~50,10~20,Unknown,Male,UPF,Unknown,PhD,Unknown,No,Mid,Low,Mid,High,High,Mid,High,Low,Mid,Mid,Mid,High,Low,Low,Mid,Low,Low,High,High,High,Mid,High,Low,Low,Low,Low,Low,Low,Low,Low,High,High,Low,Low,High,Mid,High,High,Mid,Mid,High,Low,Low
U826,40~50,10~20,Sciences,Male,UPF,Unknown,PhD,Unknown,No,Mid,Mid,High,High,High,Mid,High,High,Mid,Mid,Mid,High,Mid,N/A,High,Mid,Mid,Low,Mid,High,Mid,High,Low,Low,High,Low,High,Low,Low,Low,Low,N/A,Mid,Mid,Low,Low,Low,Low,Mid,High,High,Low,Low
U827,50~60,20~30,Law & Politics,Male,UPF,Unknown,PhD,Unknown,No,Low,Mid,Mid,High,High,Low,High,High,High,High,Mid,High,Low,Low,Mid,Low,Low,High,High,High,High,High,Low,Low,Low,Low,Mid,Low,Low,Low,High,High,Low,Low,N/A,Mid,High,Low,Low,High,High,Low,Low
U828,40~50,10~20,Unknown,Male,UPF,Unknown,Non-PhD,Unknown,No,High,High,High,High,High,High,Mid,High,High,High,Mid,Mid,High,High,Mid,Mid,High,High,High,High,High,High,High,High,High,High,High,High,High,Mid,High,Mid,High,High,High,High,Mid,High,High,High,High,Low,High
U829,30~40,0~10,Unknown,Male,UPF,Unknown,PhD,Unknown,Yes,High,High,High,High,High,High,High,High,High,High,High,Low,High,High,High,High,Low,Low,Mid,High,High,High,High,High,High,High,Mid,Low,Mid,Low,High,Low,High,High,High,High,High,High,High,High,High,Low,High
U830,30~40,0~10,Engineering & Architecture,Male,UPF,Unknown,PhD,Unknown,No,High,High,High,High,High,Mid,High,High,High,High,High,High,High,Mid,Mid,Mid,High,High,High,High,High,High,High,Low,High,High,High,Low,Low,Low,High,High,High,High,High,High,Mid,Mid,High,High,High,Low,Low
U831,20~30,0~10,Arts & Humanities,Female,UPF,Unknown,Non-PhD,Unknown,No,Mid,Mid,Mid,High,High,Mid,High,High,Mid,Low,Mid,High,Low,Low,Low,Low,Low,Low,Mid,High,Mid,High,Low,Low,Low,High,High,Low,Low,Low,Mid,Mid,Low,Low,Low,High,Low,Low,Mid,High,Mid,Low,Low
U832,20~30,0~10,Unknown,Female,UPF,Unknown,Non-PhD,Unknown,No,Mid,Mid,Mid,High,High,High,Mid,Low,Mid,High,High,Mid,Mid,High,Low,Low,Low,Low,Low,Mid,High,High,Mid,Mid,Low,Low,Mid,Low,Mid,Low,Mid,Mid,Mid,Low,High,Low,Low,High,Low,Mid,Mid,Low,Low
U833,40~50,10~20,Arts & Humanities,Male,UPF,Unknown,PhD,Unknown,No,Mid,Mid,Mid,Mid,Mid,Mid,Low,Mid,Mid,Mid,Low,High,Mid,Mid,Mid,Low,Mid,Mid,Mid,Mid,Mid,High,Low,Low,Low,Low,Mid,Mid,Mid,Low,Mid,Low,Low,Low,Mid,Mid,Mid,Mid,Low,Mid,Mid,Low,Mid
U834,30~40,0~10,Arts & Humanities,Female,UPF,Unknown,PhD,Unknown,No,Low,Low,Mid,High,High,N/A,Mid,Mid,Mid,High,Mid,Mid,Mid,Mid,N/A,Low,Low,Low,Mid,High,High,High,Low,Low,Mid,Mid,Low,Low,Low,Low,Mid,Low,Low,Low,Mid,Mid,High,High,Low,High,High,Low,Low
U835,50~60,20~30,Unknown,Female,UPF,Unknown,PhD,Unknown,No,Mid,Mid,Mid,High,High,High,Mid,Mid,Low,Low,Low,Low,Mid,Mid,High,Low,Low,High,Mid,Mid,High,High,Low,Low,Low,Low,Mid,Low,Low,Mid,High,Mid,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
U836,20~30,0~10,Engineering & Architecture,Male,UPF,Unknown,Non-PhD,Unknown,No,High,High,High,High,High,High,High,High,High,High,High,Mid,High,Low,Low,Low,Mid,High,High,High,High,High,High,Low,High,High,High,Mid,High,Mid,Mid,Low,High,High,High,High,High,High,High,High,High,High,High
U837,60~70,more than 30,Unknown,Male,UPF,Unknown,PhD,Unknown,No,High,High,High,High,High,Mid,High,Mid,High,High,High,High,High,Mid,Mid,Low,Mid,Mid,Mid,High,High,High,Low,Mid,High,Mid,High,Low,Low,Low,Mid,Low,Mid,Mid,High,High,High,High,High,High,High,Low,Mid
U838,20~30,0~10,Engineering & Architecture,Male,UPF,Unknown,Non-PhD,Unknown,No,Mid,Mid,High,High,High,Mid,High,Mid,Mid,Mid,Low,Mid,Low,Low,Mid,High,Low,High,High,High,High,High,Low,Mid,High,High,Mid,Low,Mid,Low,Low,Mid,High,High,High,High,High,High,Mid,High,High,Low,Low
U839,20~30,0~10,Health Sciences,Male,UPF,Unknown,PhD,Unknown,No,Low,Low,Mid,High,Mid,High,High,High,High,High,Low,High,Mid,Mid,Mid,Low,Mid,High,Mid,High,High,High,Mid,Low,Mid,Mid,Mid,High,Low,High,High,Mid,Low,Low,Mid,High,High,Mid,Mid,High,High,Mid,Low
U840,50~60,more than 30,Health Sciences,Male,UPF,Unknown,PhD,Unknown,No,Mid,High,Mid,High,Mid,Low,High,High,Low,Mid,Mid,High,Mid,Mid,Mid,Low,Low,Mid,Mid,Low,Mid,High,Low,Low,Mid,Mid,Mid,Low,Low,Low,High,Mid,Mid,Mid,High,High,High,High,Low,Low,Low,Low,Low
U841,60~70,20~30,Unknown,Female,UPF,Unknown,PhD,Unknown,Yes,High,Mid,High,High,High,Mid,High,High,High,High,High,Low,High,Mid,Mid,Low,Mid,High,High,High,High,High,Low,Low,Low,Low,High,Low,Low,Low,High,Mid,Mid,Mid,High,High,High,High,High,Mid,High,Low,Low
U842,30~40,10~20,Sciences,Female,UPF,Unknown,PhD,Unknown,No,High,Mid,High,High,High,Mid,High,High,Low,Mid,Mid,High,Mid,Low,Low,Low,Low,Mid,Low,Mid,N/A,High,Low,Low,Low,Low,Mid,Low,Low,Low,Low,Low,Low,Low,Mid,Mid,High,High,Mid,Mid,Low,Low,Low
U843,50~60,10~20,Health Sciences,Female,UPF,Unknown,PhD,Unknown,No,Mid,Mid,Mid,High,High,High,High,High,Mid,Mid,Mid,High,Mid,Mid,High,Low,Mid,High,High,High,High,High,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,Low,High,Mid,Mid,Low,Low,Low,High,High,Low,Low
U844,40~50,20~30,Unknown,Male,UPF,Unknown,PhD,Unknown,Yes,High,High,High,High,High,High,High,High,High,High,High,Low,High,N/A,N/A,High,N/A,High,N/A,High,High,High,High,Low,Mid,Mid,High,Low,Low,High,Low,Low,Mid,Mid,Low,Low,High,High,High,High,High,Low,Low
U845,40~50,10~20,Law & Politics,Female,UPF,Unknown,PhD,Unknown,No,High,Low,Mid,High,High,Mid,High,High,High,High,Mid,Low,High,Mid,Mid,Mid,Low,High,High,High,High,High,Low,Low,Mid,Mid,Mid,Low,Low,High,Low,Mid,Mid,High,High,High,High,High,Mid,High,Mid,Low,Low
U846,30~40,10~20,Law & Politics,Male,UPF,Unknown,PhD,Unknown,No,High,High,High,High,High,High,High,High,High,High,Mid,High,High,Low,Low,Low,Mid,High,Mid,High,High,High,Low,Low,High,Low,High,Mid,Low,Low,Mid,Low,High,High,Mid,Mid,Low,Low,Mid,High,High,High,High
U847,30~40,10~20,Unknown,Male,UPF,Unknown,PhD,Unknown,No,High,High,Mid,High,High,N/A,High,High,High,High,Mid,High,High,Low,N/A,Low,Mid,High,Low,High,High,High,Low,Low,Low,Low,High,Mid,Mid,High,Low,Low,Low,Low,Low,Low,Low,Mid,Mid,High,High,Low,Low
U848,20~30,0~10,Unknown,Female,UPF,Unknown,Non-PhD,Unknown,No,Low,Low,Low,High,High,N/A,Low,Low,Low,Mid,High,Low,Low,Low,N/A,Low,Mid,High,Mid,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,High,N/A,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
U849,40~50,10~20,Unknown,Male,UPF,Unknown,Non-PhD,Unknown,No,Mid,Mid,High,High,High,Low,High,High,High,High,High,Low,Mid,Mid,Mid,Low,Mid,Low,Mid,High,High,High,Low,Low,Low,Low,High,Mid,High,Low,Mid,Mid,Low,Low,Low,Low,Low,Low,High,High,High,Low,Low
U850,20~30,0~10,Health Sciences,Female,UPF,Unknown,Non-PhD,Unknown,No,High,High,Mid,High,High,Mid,High,High,Mid,High,Mid,Mid,Mid,Mid,Mid,Mid,Low,Low,Low,High,High,High,Low,Mid,High,High,High,Low,Low,Mid,Mid,Mid,High,High,High,High,High,High,Mid,High,High,Low,Mid
U851,40~50,10~20,Unknown,Female,UPF,Unknown,PhD,Unknown,No,High,High,High,High,High,Mid,High,High,High,High,High,Low,High,Mid,Mid,Low,Mid,Low,Mid,High,High,High,High,Low,High,High,High,Low,Low,High,Mid,Low,Mid,Mid,High,High,High,High,High,High,High,Low,High
U852,40~50,0~10,Unknown,Female,UPF,Unknown,PhD,Unknown,No,Mid,Mid,Mid,High,High,Mid,High,Low,Mid,High,Low,High,Low,Mid,Mid,Low,Low,High,Mid,High,High,High,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,High,High,Mid,High,High,High,High,Low,Low
U853,40~50,20~30,Engineering & Architecture,Male,UPF,Unknown,Non-PhD,Unknown,No,Low,High,High,High,High,High,Low,High,High,High,Mid,High,High,High,High,Low,High,High,High,High,High,High,High,Low,High,High,High,Low,Low,Mid,High,High,High,High,High,Mid,High,High,High,High,High,Low,High
U854,20~30,0~10,Unknown,Female,UPF,Unknown,Non-PhD,Unknown,No,Low,Low,Mid,High,High,Mid,High,High,Mid,High,Low,High,Mid,Low,Low,Low,Low,Mid,Low,High,High,High,Low,Low,Low,Low,Low,Low,Mid,Mid,Mid,Mid,Low,Low,High,High,Mid,High,Low,High,High,Low,Low
U855,40~50,20~30,Arts & Humanities,Female,UPF,Unknown,PhD,Unknown,No,Mid,Mid,Mid,High,High,High,Low,Mid,Mid,High,Mid,Low,Mid,Low,High,Low,Low,Mid,Low,Mid,High,High,Low,Low,Low,Low,Low,Low,High,Low,Mid,High,Low,Mid,High,Low,Low,Mid,Mid,High,High,Low,Low
U856,30~40,10~20,Sciences,Male,UPF,Unknown,Non-PhD,Unknown,Unknown,High,High,High,High,High,Mid,High,High,Mid,High,High,High,High,Low,Low,Low,High,High,High,High,High,High,Mid,High,High,High,High,High,High,High,Mid,Low,High,High,Low,Low,Low,Low,High,High,High,High,High
U857,50~60,20~30,Unknown,Male,UPF,Unknown,PhD,Unknown,Yes,Mid,Mid,High,High,Mid,Low,Mid,Mid,High,High,Low,Mid,Mid,High,High,Low,Low,Low,Low,High,High,High,Mid,Low,High,High,High,Low,High,High,High,High,Mid,Mid,High,Mid,High,Mid,Mid,High,High,Low,High
U858,50~60,more than 30,Health Sciences,Male,UPF,Unknown,PhD,Unknown,Yes,Mid,Mid,High,High,High,Mid,High,High,Mid,High,Mid,Mid,Low,Low,Low,Low,Mid,High,High,High,Mid,Mid,Mid,Low,Low,Low,Mid,Low,Low,Low,High,High,Mid,Mid,High,Low,Low,Low,Mid,High,High,Low,Mid
U859,50~60,20~30,Engineering & Architecture,Male,UPF,Unknown,PhD,Unknown,Yes,High,High,High,High,High,High,High,High,High,High,High,Low,High,High,High,High,Mid,Mid,High,High,High,High,High,Mid,High,High,High,High,Mid,High,High,Low,High,High,High,High,High,High,High,High,High,High,Mid
U860,50~60,more than 30,Arts & Humanities,Female,UPF,Unknown,PhD,Unknown,No,High,Mid,High,High,High,Low,Mid,Mid,Mid,Mid,Mid,Mid,Mid,N/A,N/A,High,Mid,Mid,Mid,High,High,N/A,High,Mid,High,High,Mid,Low,Low,Low,Mid,Mid,Mid,Mid,N/A,N/A,N/A,Mid,High,High,High,Low,Low
U861,30~40,0~10,Sciences,Male,UPF,Unknown,Non-PhD,Unknown,No,Mid,Mid,Mid,High,High,High,Mid,Mid,Mid,Mid,Low,High,Low,Low,Mid,Low,High,High,Mid,Mid,High,High,Low,Low,Low,Low,Low,High,High,Low,High,Mid,Low,Low,Low,Low,Low,Low,Mid,Mid,Mid,Low,Mid
U862,50~60,10~20,Arts & Humanities,Male,UPF,Unknown,PhD,Unknown,No,Mid,Mid,Mid,High,High,Mid,Mid,High,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Low,Mid,Mid,Mid,Mid,High,High,Low,Low,Low,Low,High,Low,Low,Low,High,High,Mid,Mid,N/A,High,High,High,Mid,High,Low,Low,Low
U863,40~50,10~20,Arts & Humanities,Female,UPF,Unknown,PhD,Unknown,No,Low,Low,N/A,High,Mid,Mid,High,High,Low,Low,Low,High,Low,Low,Low,Low,Low,Mid,Low,High,High,High,Low,Low,Low,Low,Low,Mid,High,High,High,Mid,Low,Low,Low,Low,Low,Low,Low,Low,Mid,Low,Mid
U864,20~30,0~10,Unknown,Female,UPF,Unknown,Non-PhD,Unknown,Yes,Mid,High,High,High,High,Mid,High,High,High,High,High,High,High,Mid,Low,High,Low,Mid,Mid,High,High,High,High,Mid,High,High,High,Mid,High,High,Low,Low,High,High,High,High,High,High,High,High,High,Mid,High
U865,40~50,10~20,Unknown,Male,UPF,Unknown,PhD,Unknown,No,Mid,Mid,Mid,High,High,Mid,High,High,Mid,Mid,Low,High,Low,Mid,Low,Low,Low,Low,Low,High,High,High,Low,Low,Low,Low,Mid,Low,Low,Low,High,Low,Low,Mid,High,High,High,High,High,High,High,Low,Mid
U866,50~60,10~20,Arts & Humanities,Female,UPF,Unknown,Non-PhD,Unknown,No,High,High,High,High,High,Mid,Mid,Mid,High,High,High,High,High,Mid,Mid,Low,Low,Mid,N/A,High,High,High,Low,Low,Mid,N/A,High,Low,Mid,Low,Mid,Low,Mid,High,Mid,Mid,Low,Low,Mid,High,High,Low,Low
U867,20~30,0~10,Unknown,Female,UPF,Unknown,Non-PhD,Unknown,No,Low,Low,Mid,High,High,High,Low,Mid,Mid,Mid,Low,Low,Mid,High,Mid,Low,Low,High,Low,High,High,High,Low,Low,Low,Mid,Low,Low,High,High,Low,Mid,Low,Low,High,Mid,Mid,High,Mid,Mid,High,Low,Low
U868,50~60,10~20,Unknown,Female,UPF,Unknown,PhD,Unknown,No,Mid,Mid,Mid,High,High,Mid,Mid,Mid,High,High,High,High,Mid,High,N/A,Low,N/A,High,N/A,High,High,High,Low,Mid,Low,Low,High,Mid,Low,High,High,Mid,Low,Low,Low,Low,N/A,N/A,Low,Low,High,High,Low
U869,50~60,0~10,Unknown,Male,UPF,Unknown,Non-PhD,Unknown,Yes,Mid,Low,Low,High,Mid,High,Mid,Mid,Low,Low,Low,High,Mid,Low,High,Low,Low,High,Mid,High,High,High,Low,Low,Low,Low,Low,Mid,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Mid,High,High,High
U870,60~70,,Sciences,Female,UPF,Unknown,PhD,Unknown,No,Mid,High,High,High,High,N/A,High,High,High,High,High,N/A,N/A,N/A,N/A,Low,Low,High,Low,High,High,High,Low,Low,Mid,Mid,High,Low,Low,High,High,N/A,N/A,N/A,High,N/A,High,N/A,High,High,High,Low,Low
U871,40~50,10~20,Sciences,Female,UPF,Unknown,PhD,Unknown,No,High,High,High,High,High,High,High,High,High,High,High,Low,High,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Low,Low,Mid,High,High,Mid,High,High,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Mid,High,High,High,Low,Mid
U872,60~70,20~30,Health Sciences,Male,UPF,Unknown,PhD,Unknown,No,High,Mid,High,High,Mid,N/A,N/A,High,Low,Low,Low,High,Mid,High,N/A,Low,Low,Mid,N/A,High,High,Mid,Low,Low,Low,Low,High,Low,Low,Low,N/A,N/A,N/A,N/A,High,High,High,Mid,Low,Mid,Mid,Low,Low
U873,30~40,0~10,Engineering & Architecture,Male,UPF,Unknown,PhD,Unknown,No,Mid,Mid,High,High,High,N/A,High,High,High,High,Mid,High,High,N/A,N/A,Low,High,High,High,High,High,High,High,Low,High,Low,High,Low,Mid,Mid,High,High,High,High,High,High,High,High,High,High,Low,Low,Low
U874,40~50,10~20,Sciences,Male,UPF,Unknown,PhD,Unknown,No,Mid,Mid,High,High,High,Low,High,High,Mid,High,Mid,Low,Mid,Low,Low,Low,Low,High,Mid,High,Low,High,Mid,Low,Mid,Mid,Mid,Low,Low,Mid,High,Mid,Mid,Mid,Mid,Mid,Mid,Low,High,High,High,Low,Low
U875,40~50,10~20,Unknown,Female,UPF,Unknown,PhD,Unknown,No,High,High,High,High,High,Mid,High,High,High,Mid,Mid,Low,Mid,Mid,Mid,Low,Mid,Mid,Mid,Mid,Mid,Mid,N/A,N/A,High,High,High,Low,Low,Low,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U876,20~30,0~10,Health Sciences,Male,UPF,Unknown,Non-PhD,Unknown,Yes,High,High,High,High,Mid,High,High,High,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Low,Mid,Mid,Mid,High,High,High,Low,Low,High,High,Mid,Mid,Mid,Mid,Mid,Low,Mid,Mid,Mid,Low,Mid,Low,Mid,High,High,Mid,Low
U877,30~40,10~20,Unknown,Female,UPF,Unknown,PhD,Unknown,No,Low,High,High,High,High,Low,High,High,High,High,High,High,High,Low,Low,High,Low,Low,Low,High,High,High,Low,Low,Mid,Mid,High,High,High,High,Mid,Mid,Mid,High,Low,Low,Low,Low,High,High,High,Low,Low
U878,40~50,20~30,Unknown,Female,UPF,Unknown,PhD,Unknown,No,Low,Low,Mid,High,Mid,N/A,Low,Low,Mid,Mid,Mid,Mid,Low,N/A,N/A,Low,Low,Mid,Low,High,High,High,Low,Low,Low,Low,Mid,Low,Mid,Low,Mid,Mid,Low,Low,High,High,Mid,Low,Low,Mid,Low,Low,Low
U879,30~40,10~20,Health Sciences,Female,UPF,Unknown,PhD,Unknown,No,Low,Low,Low,High,High,Mid,Low,Mid,Low,Low,Low,High,Low,Mid,Mid,Low,Low,Mid,N/A,Low,High,Mid,Low,Low,Low,Low,Low,Low,Low,Low,Mid,Mid,Low,Low,Mid,Mid,Low,Low,Low,Low,Mid,Low,Low
U880,30~40,0~10,Health Sciences,Female,UPF,Unknown,Non-PhD,Unknown,No,Mid,Mid,Low,High,Mid,Mid,Low,Low,Mid,Mid,Mid,Mid,Mid,Mid,Mid,Low,Mid,Mid,Mid,Mid,Mid,Mid,Low,Low,Low,Low,Mid,Low,Mid,Low,Mid,Mid,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
U881,20~30,0~10,Engineering & Architecture,Male,UPF,Unknown,Non-PhD,Unknown,Yes,High,High,High,High,High,High,High,High,High,High,Low,High,High,High,Low,Low,Low,High,High,High,Mid,High,High,High,High,High,High,Mid,High,Low,High,Mid,High,High,High,High,Low,High,High,High,High,High,High
U882,30~40,0~10,Arts & Humanities,Male,UPF,Unknown,Non-PhD,Unknown,No,Low,Low,Low,High,Mid,High,Mid,Low,Low,Low,Low,High,Low,Low,Low,Low,Mid,Low,Low,High,High,Mid,Low,Low,Low,Low,Low,Low,Low,Low,High,High,Low,Low,Mid,Low,Low,Mid,Low,Mid,Mid,Mid,Low
U883,40~50,0~10,Arts & Humanities,Male,UPF,Unknown,PhD,Unknown,No,Low,Low,Low,High,High,High,Low,Low,Low,Mid,Low,Low,Low,Low,Low,Low,Low,Low,Low,Mid,Low,Low,Low,Low,Low,Low,Low,Low,High,Low,Mid,Low,Low,Low,Low,Low,Low,Low,Low,Low,Mid,Low,Low
U884,40~50,20~30,Sciences,Male,UPF,Unknown,PhD,Unknown,No,High,High,High,High,High,N/A,High,High,High,High,High,High,High,High,Mid,Low,High,High,Mid,High,High,High,Mid,High,High,High,High,High,High,Low,High,High,High,High,High,High,High,High,High,High,High,Low,Low
U885,30~40,10~20,Unknown,Female,UPF,Unknown,PhD,Unknown,No,Low,Low,Mid,High,Mid,Mid,High,High,Low,Low,Low,High,Mid,Low,Low,Low,Mid,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,High,Mid,Low,Low,Low,High,Low,Low,Mid,Low,High,High,Low,High
U886,20~30,0~10,Law & Politics,Female,UPF,Unknown,Non-PhD,Unknown,No,Mid,Low,Mid,High,High,High,High,High,Mid,High,Low,High,Low,Low,Mid,Low,Low,Low,Low,Mid,Mid,Mid,Low,Low,Low,Low,Low,Low,Mid,Low,Low,Low,Low,Low,Low,Low,Low,Mid,Low,Low,Mid,Low,Low
U887,40~50,10~20,Unknown,Male,UPF,Unknown,PhD,Unknown,Yes,High,High,High,High,High,Mid,High,N/A,High,High,High,N/A,High,Low,Low,High,Mid,Low,Mid,High,High,High,Mid,Low,High,High,High,High,High,High,High,Low,High,High,High,Low,High,High,High,High,High,Low,Low
U888,20~30,0~10,Engineering & Architecture,Male,UPF,Unknown,Non-PhD,Unknown,No,High,Mid,High,High,High,Mid,High,High,High,High,Mid,Mid,High,Mid,Mid,Low,High,High,High,High,Mid,High,Mid,Low,High,High,High,Low,Low,Low,Low,High,High,Mid,Mid,Mid,Mid,Low,High,High,High,Low,Low
U889,50~60,more than 30,Sciences,Male,UPF,Unknown,PhD,Unknown,No,High,High,High,High,High,High,High,Mid,Mid,Mid,Mid,Low,High,High,High,Low,Mid,Mid,High,High,High,High,Low,Mid,N/A,High,High,Low,Low,High,High,N/A,High,High,High,Mid,Low,Mid,High,High,High,High,Low
U890,20~30,0~10,Arts & Humanities,Male,UPF,Unknown,Non-PhD,Unknown,Yes,Low,High,Mid,High,High,High,High,High,Mid,High,Mid,High,Low,Mid,Mid,Low,Low,High,High,High,High,High,Low,Low,High,High,Mid,High,High,High,Low,Low,Mid,High,High,High,High,Mid,Mid,Mid,High,Low,Low
U891,50~60,0~10,Unknown,Male,UPF,Unknown,Non-PhD,Unknown,No,Mid,Mid,Mid,High,High,High,High,Mid,High,High,High,Mid,Mid,Mid,Mid,Mid,High,High,Low,Mid,Mid,High,Mid,Low,Mid,Mid,Low,Low,High,Mid,High,High,High,High,Mid,High,High,Mid,High,High,High,Mid,Low
U892,30~40,0~10,Unknown,Male,UPF,Unknown,Non-PhD,Unknown,No,Mid,Mid,High,High,High,High,High,Mid,High,High,High,Low,High,Low,Mid,Low,Low,High,Mid,High,High,High,High,Low,High,High,High,Low,High,High,High,High,High,High,Mid,Mid,Mid,Mid,High,High,High,Low,Low
U893,40~50,10~20,Health Sciences,Female,UPF,Unknown,PhD,Unknown,No,Mid,High,High,High,High,N/A,High,High,High,Mid,High,Low,Mid,Mid,N/A,Low,Low,Low,Mid,High,High,High,Mid,Low,Low,Low,Mid,Low,Low,Low,Mid,Low,Low,Low,High,N/A,High,High,Low,High,High,Low,Mid
U894,20~30,0~10,Engineering & Architecture,Male,UPF,Unknown,Non-PhD,Unknown,No,High,High,High,High,Low,Mid,High,High,Mid,High,High,High,High,High,Mid,Low,Low,Low,Low,High,High,High,Mid,High,High,Mid,High,Low,High,High,High,Mid,High,High,Mid,High,Low,High,Mid,High,High,Low,Low
U895,40~50,10~20,Unknown,Female,UPF,Unknown,PhD,Unknown,No,Low,Low,Low,High,High,Mid,Mid,Mid,Low,Low,Low,High,Low,Low,Mid,Low,Low,Mid,Low,Mid,Mid,Mid,Low,Low,Low,Low,Low,Low,Low,Mid,Mid,Mid,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
